Date,Open,High,Low,Close,Adj Close,Volume
2020-01-22,3212.909912,3222.929932,3174.620117,3174.620117,3174.620117,0
2020-01-23,3162.679932,3170.409912,3135.149902,3141.199951,3141.199951,0
2020-01-24,3147.280029,3165.860107,3134.699951,3146.199951,3146.199951,0
2020-01-27,3123.709961,3123.709961,3076.679932,3085.159912,3085.159912,0
2020-01-28,3097.709961,3115.620117,3068.669922,3113.100098,3113.100098,0
2020-01-29,3125.909912,3140.770020,3115.639893,3128.800049,3128.800049,0
2020-01-30,3108.379883,3121.540039,3096.310059,3108.580078,3108.580078,0
2020-01-31,3133.399902,3143.290039,3076.649902,3076.649902,3076.649902,0
2020-02-03,3062.270020,3085.889893,3058.479980,3070.840088,3070.840088,0
2020-02-04,3082.199951,3105.979980,3071.790039,3097.600098,3097.600098,0
2020-02-05,3105.520020,3137.969971,3083.260010,3114.250000,3114.250000,0
2020-02-06,3132.840088,3145.149902,3086.909912,3096.679932,3096.679932,0
2020-02-07,3101.080078,3108.280029,3056.850098,3087.629883,3087.629883,0
2020-02-10,3088.629883,3092.929932,3049.330078,3062.409912,3062.409912,0
2020-02-11,3072.389893,3109.219971,3069.899902,3097.580078,3097.580078,0
2020-02-12,3103.810059,3122.270020,3095.699951,3122.270020,3122.270020,0
2020-02-13,3116.989990,3122.189941,3096.979980,3110.050049,3110.050049,0
2020-02-14,3113.719971,3120.889893,3084.570068,3096.879883,3096.879883,0
2020-02-17,3097.179932,3110.060059,3092.449951,3110.060059,3110.060059,0
2020-02-18,3103.709961,3104.419922,3064.149902,3074.050049,3074.050049,0
2020-02-19,3089.090088,3117.840088,3086.409912,3114.570068,3114.570068,0
2020-02-20,3120.510010,3139.590088,3117.500000,3125.100098,3125.100098,0
2020-02-21,3109.860107,3129.239990,3098.760010,3106.030029,3106.030029,0
2020-02-25,3058.330078,3073.270020,3002.679932,3002.679932,3002.679932,0
2020-02-26,2994.219971,3026.260010,2958.459961,3017.419922,3017.419922,0
2020-02-27,2989.179932,3002.199951,2910.459961,2915.840088,2915.840088,0
2020-02-28,2850.110107,2855.320068,2744.179932,2785.080078,2785.080078,0
2020-03-02,2829.469971,2875.300049,2714.360107,2765.770020,2765.770020,0
2020-03-03,2817.580078,2844.040039,2789.760010,2821.370117,2821.370117,0
2020-03-04,2799.179932,2841.129883,2779.850098,2828.010010,2828.010010,0
2020-03-05,2852.419922,2861.600098,2800.429932,2816.699951,2816.699951,0
2020-03-06,2773.530029,2782.770020,2680.060059,2719.510010,2719.510010,0
2020-03-10,2502.699951,2661.629883,2435.620117,2498.939941,2498.939941,0
2020-03-11,2532.719971,2555.429932,2457.360107,2492.879883,2492.879883,0
2020-03-12,2413.020020,2413.020020,2277.580078,2286.399902,2286.399902,0
